article_code,title,abstract,chemicals,diseases,chemical_start_indices,chemical_end_indices,disease_start_indices,disease_end_indices,chemical_ids,disease_ids,CID_chemical,CID_disease
2907577,Effect of alkylxanthines on gentamicin-induced acute renal failure in the rat.,"Adenosine antagonists have been previously shown to be of benefit in some ischaemic and nephrotoxic models of acute renal failure (ARF). In the present study, the effects of three alkylxanthines with different potencies as adenosine antagonists 8-phenyltheophylline, theophylline and enprofylline, were examined in rats developing acute renal failure after 4 daily injections of gentamicin (200 mg kg-1). Renal function was assessed by biochemical (plasma urea and creatinine), functional (urine analysis and [3H]inulin and [14C]p-aminohippuric acid clearances) and morphological (degree of necrosis) indices. The various drug treatments produced improvements in some, but not all, measurements of renal function. However, any improvement produced by drug treatment was largely a result of a beneficial effect exerted by its vehicle (polyethylene glycol and NaOH). The lack of any consistent protective effect noted with the alkylxanthines tested in the present study indicates that adenosine plays little, if any, pathophysiological role in gentamicin-induced ARF.","['alkylxanthines', 'gentamicin', 'Adenosine', 'alkylxanthines', 'adenosine', '8-phenyltheophylline', 'theophylline', 'enprofylline', 'gentamicin', 'urea', 'creatinine', 'p-aminohippuric acid', 'polyethylene glycol', 'NaOH', 'alkylxanthines', 'adenosine', 'gentamicin']","['acute renal failure', 'ischaemic', 'nephrotoxic', 'acute renal failure', 'ARF', 'acute renal failure', 'necrosis', 'ARF']","['10', '28', '79', '259', '302', '324', '346', '363', '458', '535', '544', '608', '913', '937', '1004', '1062', '1121']","['24', '38', '88', '273', '311', '344', '358', '375', '468', '539', '554', '628', '932', '941', '1018', '1071', '1131']","['47', '153', '167', '189', '210', '410', '670', '1140']","['66', '162', '178', '208', '213', '429', '678', '1143']","['-1', 'D005839', 'D000241', '-1', 'D000241', 'C028322', 'D013806', 'C034347', 'D005839', 'D014508', 'D003404', 'D010130', 'D011092', 'D012972', '-1', 'D000241', 'D005839']","['D058186', 'D007511', 'D007674', 'D058186', 'D058186', 'D058186', 'D009336', 'D058186']",['D005839'],['D058186']
2931989,Adverse ocular reactions possibly associated with isotretinoin.,"A total of 261 adverse ocular reactions occurred in 237 patients who received isotretinoin, a commonly used drug in the treatment of severe cystic acne. Blepharoconjunctivitis, subjective complaints of dry eyes, blurred vision, contact lens intolerance, and photodermatitis are reversible side effects. More serious ocular adverse reactions include papilledema, pseudotumor cerebri, and white or gray subepithelial corneal opacities; all of these are reversible if the drug is discontinued. Reported cases of decreased dark adaptation are under investigation. Isotretinoin is contraindicated in pregnancy because of the many reported congenital abnormalities after maternal use (including microphthalmos, orbital hypertelorism, and optic nerve hypoplasia).","['isotretinoin', 'isotretinoin', 'Isotretinoin']","['acne', 'Blepharoconjunctivitis', 'dry eyes', 'blurred vision', 'photodermatitis', 'papilledema', 'pseudotumor cerebri', 'corneal opacities', 'congenital abnormalities', 'microphthalmos', 'hypertelorism', 'optic nerve hypoplasia']","['50', '142', '624']","['62', '154', '636']","['211', '217', '266', '276', '322', '413', '426', '479', '698', '753', '777', '796']","['215', '239', '274', '290', '337', '424', '445', '496', '722', '767', '790', '818']","['D015474', 'D015474', 'D015474']","['D000152', 'D003231', 'D014985', 'D014786', 'D010787', 'D010211', 'D011559', 'D003318', 'D000013', 'D008850', 'D006972', 'C563492']","['D015474', 'D015474', 'D015474', 'D015474', 'D015474', 'D015474', 'D015474']","['D014786', 'D003318', 'D010211', 'D003231', 'D011559', 'D014985', 'D010787']"
2933998,"Procaterol and terbutaline in bronchial asthma. A double-blind, placebo-controlled, cross-over study.","Procaterol, a new beta-2 adrenoceptor stimulant, was studied in a double-blind, placebo-controlled, cross-over trial in patients with bronchial asthma. Oral procaterol 50 micrograms b.d., procaterol 100 micrograms b.d., and terbutaline 5 mg t.i.d., were compared when given randomly in 1-week treatment periods. The best clinical effect was found with terbutaline. Both anti-asthmatic and tremorgenic effects of procaterol were dose-related. Procaterol appeared effective in the doses tested, and a twice daily regimen would appear to be suitable with this drug.","['Procaterol', 'terbutaline', 'Procaterol', 'procaterol', 'procaterol', 'terbutaline', 'terbutaline', 'procaterol', 'Procaterol']","['bronchial asthma', 'bronchial asthma', 'asthmatic', 'tremorgenic']","['0', '15', '102', '259', '290', '326', '454', '514', '544']","['10', '26', '112', '269', '300', '337', '465', '524', '554']","['30', '236', '477', '491']","['46', '252', '486', '502']","['D017265', 'D013726', 'D017265', 'D017265', 'D017265', 'D013726', 'D013726', 'D017265', 'D017265']","['D001249', 'D001249', 'D001249', 'D014202']",['D017265'],['D014202']
2974281,Subacute effects of propranolol and B 24/76 on isoproterenol-induced rat heart hypertrophy in correlation with blood pressure.,"We compared the potential beta-receptor blocker, B 24/76 i.e. 1-(2,4-dichlorophenoxy)-3[2-3,4-dimethoxyphenyl)ethanolamino]-prop an-2-ol, which is characterized by beta 1-adrenoceptor blocking and beta 2-adrenoceptor stimulating properties with propranolol. The studies were performed using an experimental model of isoproterenol-induced heart hypertrophy in rats. A correlation of the blood pressure was neither found in the development nor in the attempt to suppress the development of heart hypertrophy with the two beta-receptor blockers. Both beta-blockers influenced the development of hypertrophy to a different, but not reproducible extent. It was possible to suppress the increased ornithine decarboxylase activity with both beta-blockers in hypertrophied hearts, but there was no effect on the heart mass. Neither propranolol nor B 24/76 could stop the changes in the characteristic myosin isoenzyme pattern of the hypertrophied rat heart. Thus, the investigations did not provide any evidence that the beta-receptor blockers propranolol and B 24/76 have the potency to prevent isoproterenol from producing heart hypertrophy.","['propranolol', 'isoproterenol', 'propranolol', 'isoproterenol', 'ornithine', 'propranolol', 'propranolol', 'isoproterenol']","['heart hypertrophy', 'heart hypertrophy', 'heart hypertrophy', 'hypertrophy', 'hypertrophied hearts', 'hypertrophied', 'heart hypertrophy']","['20', '47', '372', '443', '818', '951', '1163', '1215']","['31', '60', '383', '456', '827', '962', '1174', '1228']","['73', '465', '615', '719', '878', '1052', '1244']","['90', '482', '632', '730', '898', '1065', '1261']","['D011433', 'D007545', 'D011433', 'D007545', 'D009952', 'D011433', 'D011433', 'D007545']","['D006332', 'D006332', 'D006332', 'D006984', 'D006332', 'D006984', 'D006332']",['D007545'],['D006332']
3074291,Comparison of the effect of oxitropium bromide and of slow-release theophylline on nocturnal asthma.,"The effects of a new inhaled antimuscarinic drug, oxitropium bromide, and of a slow-release theophylline preparation upon nocturnal asthma were compared in a placebo-controlled double-blind study. Two samples were studied: 12 patients received oxitropium at 600 micrograms (6 subjects) or at 400 micrograms t.i.d. (6 subjects) whereas 11 received theophylline at 300 mg b.i.d. Morning dipping, assessed by the fall in peak flow overnight, was significantly reduced in the periods when either active drug was taken, whereas no difference was noticed during the placebo administration. No significant difference was noticed between results obtained with either active drug, as well as with either dosage of oxitropium. No subject reported side effects of oxitropium, as compared to three subjects reporting nausea, vomiting and tremors after theophylline. Oxitropium proves to be a valuable alternative to theophylline in nocturnal asthma, since it is equally potent, safer and does not require the titration of dosage.","['oxitropium bromide', 'theophylline', 'oxitropium bromide', 'theophylline', 'oxitropium', 'theophylline', 'oxitropium', 'oxitropium', 'theophylline', 'Oxitropium', 'theophylline']","['asthma', 'asthma', 'nausea', 'vomiting', 'tremors', 'asthma']","['28', '67', '151', '193', '345', '448', '806', '854', '941', '955', '1005']","['46', '79', '169', '205', '355', '460', '816', '864', '953', '965', '1017']","['93', '233', '906', '914', '927', '1031']","['99', '239', '912', '922', '934', '1037']","['C017590', 'D013806', 'C017590', 'D013806', 'C017590', 'D013806', 'C017590', 'C017590', 'D013806', 'C017590', 'D013806']","['D001249', 'D001249', 'D009325', 'D014839', 'D014202', 'D001249']","['D013806', 'D013806', 'D013806']","['D014202', 'D009325', 'D014839']"
3083835,Penicillin anaphylaxis.,"A case of oral penicillin anaphylaxis is described, and the terminology, occurrence, clinical manifestations, pathogenesis, prevention, and treatment of anaphylaxis are reviewed. Emergency physicians should be aware of oral penicillin anaphylaxis in order to prevent its occurrence by prescribing the antibiotic judiciously and knowledgeably and to offer optimal medical therapy once this life-threatening reaction has begun.","['Penicillin', 'penicillin', 'penicillin']","['anaphylaxis', 'anaphylaxis', 'anaphylaxis', 'anaphylaxis']","['0', '39', '248']","['10', '49', '258']","['11', '50', '177', '259']","['22', '61', '188', '270']","['D010406', 'D010406', 'D010406']","['D000707', 'D000707', 'D000707', 'D000707']",['D010406'],['D000707']
3084231,Reversible valproic acid-induced dementia: a case report.,"Reversible valproic acid-induced dementia was documented in a 21-year-old man with epilepsy who had a 3-year history of insidious progressive decline in global cognitive abilities documented by serial neuropsychological studies. Repeat neuropsychological testing 7 weeks after discontinuation of the drug revealed dramatic improvement in IQ, memory, naming, and other tasks commensurate with clinical recovery in his intellectual capacity. Possible pathophysiological mechanisms which may have been operative in this case include: a direct central nervous system (CNS) toxic effect of valproic acid; a paradoxical epileptogenic effect secondary to the drug; and an indirect CNS toxic effect mediated through valproic acid-induced hyperammonemia.","['valproic acid', 'valproic acid', 'valproic acid', 'valproic acid']","['dementia', 'dementia', 'epilepsy', 'hyperammonemia']","['11', '69', '643', '766']","['24', '82', '656', '779']","['33', '91', '141', '788']","['41', '99', '149', '802']","['D014635', 'D014635', 'D014635', 'D014635']","['D003704', 'D003704', 'D004827', 'D022124']","['D014635', 'D014635']","['D003704', 'D022124']"
3088653,Reversal of scopolamine-induced amnesia of passive avoidance by pre- and post-training naloxone.,"In a series of five experiments, the modulating role of naloxone on a scopolamine-induced retention deficit in a passive avoidance paradigm was investigated in mice. Scopolamine, but not methyl scopolamine (1 and 3 mg/kg), induced an amnesia as measured by latency and duration parameters. Naloxone (0.3, 1, 3, and 10 mg/kg) injected prior to training attenuated the retention deficit with a peak of activity at 3 mg/kg. The effect of naloxone could be antagonized with morphine (1, 3, and 10 mg/kg), demonstrating the opioid specificity of the naloxone effect. Post-training administration of naloxone (3 mg/kg) as a single or as a split dose also attenuated the scopolamine-induced amnesia. Control experiments indicated that neither an increase in pain sensitivity (pre-training naloxone) nor an induced aversive state (post-training naloxone) appear to be responsible for the influence of naloxone on the scopolamine-induced retention deficit. These results extend previous findings implicating a cholinergic-opioid interaction in memory processes. A possible mechanism for this interaction involving the septo-hippocampal cholinergic pathway is discussed.","['scopolamine', 'naloxone', 'naloxone', 'scopolamine', 'Scopolamine', 'methyl scopolamine', 'Naloxone', 'naloxone', 'morphine', 'naloxone', 'naloxone', 'scopolamine', 'naloxone', 'naloxone', 'naloxone', 'scopolamine']","['amnesia', 'retention deficit', 'amnesia', 'retention deficit', 'amnesia', 'pain', 'retention deficit']","['12', '87', '153', '167', '263', '284', '387', '532', '567', '642', '691', '761', '879', '934', '990', '1006']","['23', '95', '161', '178', '274', '302', '395', '540', '575', '650', '699', '772', '887', '942', '998', '1017']","['32', '187', '331', '464', '781', '848', '1026']","['39', '204', '338', '481', '788', '852', '1043']","['D012601', 'D009270', 'D009270', 'D012601', 'D012601', 'D019832', 'D009270', 'D009270', 'D009020', 'D009270', 'D009270', 'D012601', 'D009270', 'D009270', 'D009270', 'D012601']","['D000647', 'D008569', 'D000647', 'D008569', 'D000647', 'D010146', 'D008569']",['D012601'],['D000647']
3109094,Electron microscopic investigations of the cyclophosphamide-induced lesions of the urinary bladder of the rat and their prevention by mesna.,"Fully developed cyclophosphamide-induced cystitis is characterized by nearly complete detachment of the urothelium, severe submucosal edema owing to damage to the microvascular bed and focal muscle necroses. The initial response to the primary attack by the cyclophosphamide metabolites seems to be fragmentation of the luminal membrane. This damages the cellular barrier against the hypertonic urine. Subsequent breaks in the lateral cell membranes of the superficial cells and in all the plasma membranes of the intermediate and basal cells, intercellular and intracellular edema and disintegration of the desmosomes and hemidesmosomes lead to progressive degeneration and detachment of the epithelial cells with exposure and splitting of the basal membrane. The morphological changes of the endothelial cells, which become more pronounced in the later stages of the experiment, the involvement of blood vessels regardless of their diameter and the location-dependent extent of the damage indicate a direct type of damage which is preceded by a mediator-induced increase in permeability, the morphological correlate of which is the formation of gaps in the interendothelial cell connections on the venules. These changes can be effectively prevented by mesna. The only sign of a possible involvement is the increase in the number of specific granules with a presumed lysosomal function in the superficial cells.","['cyclophosphamide', 'mesna', 'cyclophosphamide', 'cyclophosphamide', 'luminal', 'mesna']","['lesions of the urinary bladder', 'cystitis', 'edema', 'necroses', 'edema']","['43', '134', '157', '399', '461', '1396']","['59', '139', '173', '415', '468', '1401']","['68', '182', '275', '339', '717']","['98', '190', '280', '347', '722']","['D003520', 'D015080', 'D003520', 'D003520', 'D010634', 'D015080']","['D001745', 'D003556', 'D004487', 'D009336', 'D004487']",['D003520'],['D001745']
3125850,Increase in intragastric pressure during suxamethonium-induced muscle fasciculations in children: inhibition by alfentanil.,"Changes in intragastric pressure after the administration of suxamethonium 1.5 mg kg-1 i.v. were studied in 32 children (mean age 6.9 yr) pretreated with either physiological saline or alfentanil 50 micrograms kg-1. Anaesthesia was induced with thiopentone 5 mg kg-1. The incidence and intensity of muscle fasciculations caused by suxamethonium were significantly greater in the control than in the alfentanil group. The intragastric pressure during muscle fasciculations was significantly higher in the control group (16 +/- 0.7 (SEM) cm H2O) than in the alfentanil group (7.7 +/- 1.5 (SEM) cm H2O). The increase in intragastric pressure was directly related to the intensity of muscle fasciculations (regression line: y = 0.5 + 4.78x with r of 0.78). It is concluded that intragastric pressure increases significantly during muscle fasciculations caused by suxamethonium in healthy children. Alfentanil 50 micrograms kg-1 effectively inhibits the incidence and intensity of suxamethonium-induced muscle fasciculations; moreover, intragastric pressure remains at its control value.","['suxamethonium', 'alfentanil', 'suxamethonium', 'alfentanil', 'thiopentone', 'suxamethonium', 'alfentanil', 'H2O', 'alfentanil', 'H2O', 'suxamethonium', 'Alfentanil', 'suxamethonium']","['muscle fasciculations', 'muscle fasciculations', 'muscle fasciculations', 'muscle fasciculations', 'muscle fasciculations', 'muscle fasciculations']","['41', '112', '185', '309', '369', '455', '523', '663', '680', '719', '983', '1018', '1100']","['54', '122', '198', '319', '380', '468', '533', '666', '690', '722', '996', '1028', '1113']","['63', '423', '574', '804', '951', '1122']","['84', '444', '595', '825', '972', '1143']","['D013390', 'D015760', 'D013390', 'D015760', 'D013874', 'D013390', 'D015760', 'D014867', 'D015760', 'D014867', 'D013390', 'D015760', 'D013390']","['D005207', 'D005207', 'D005207', 'D005207', 'D005207', 'D005207']",['D013390'],['D005207']
3155884,Acute insulin treatment normalizes the resistance to the cardiotoxic effect of isoproterenol in streptozotocin diabetic rats. A morphometric study of isoproterenol induced myocardial fibrosis.,"The acute effect of insulin treatment on the earlier reported protective effect of streptozotocin diabetes against the cardiotoxic effect of high doses of isoproterenol (ISO) was investigated in rats. Thirty to 135 min after the injection of crystalline insulin, ISO was given subcutaneously and when ISO induced fibrosis in the myocardium was morphometrically analyzed 7 days later, a highly significant correlation (r = 0.83, 2 p = 0.006) to the slope of the fall in blood glucose after insulin treatment appeared. The myocardial content of catecholamines was estimated in these 8 day diabetic rats. The norepinephrine content was significantly increased while epinephrine remained unchanged. An enhanced sympathetic nervous system activity with a consequent down regulation of the myocardial beta-adrenergic receptors could, therefore, explain this catecholamine resistance. The rapid reversion after insulin treatment excludes the possibility that streptozotocin in itself causes the ISO resistance and points towards a direct insulin effect on myocardial catecholamine sensitivity in diabetic rats. The phenomenon described might elucidate pathogenetic mechanisms behind toxic myocardial cell degeneration and may possibly have relevance for acute cardiovascular complications in diabetic patients.","['isoproterenol', 'streptozotocin', 'isoproterenol', 'streptozotocin', 'isoproterenol', 'ISO', 'ISO', 'ISO', 'glucose', 'catecholamines', 'norepinephrine', 'epinephrine', 'catecholamine', 'streptozotocin', 'ISO', 'catecholamine']","['cardiotoxic', 'diabetic', 'fibrosis', 'diabetes', 'cardiotoxic', 'fibrosis', 'diabetic', 'diabetic', 'diabetic']","['79', '96', '150', '276', '348', '363', '456', '494', '668', '736', '799', '856', '1045', '1145', '1181', '1253']","['92', '110', '163', '290', '361', '366', '459', '497', '675', '750', '813', '867', '1058', '1159', '1184', '1266']","['57', '111', '183', '291', '312', '506', '780', '1282', '1478']","['68', '119', '191', '299', '323', '514', '788', '1290', '1486']","['D007545', 'D013311', 'D007545', 'D013311', 'D007545', 'D007545', 'D007545', 'D007545', 'D005947', 'D002395', 'D009638', 'D004837', 'D002395', 'D013311', 'D007545', 'D002395']","['D066126', 'D003920', 'D005355', 'D003920', 'D066126', 'D005355', 'D003920', 'D003920', 'D003920']","['D007545', 'D013311']","['D005355', 'D003920']"
3191389,Differential effects of non-steroidal anti-inflammatory drugs on seizures produced by pilocarpine in rats.,"The muscarinic cholinergic agonist pilocarpine induces in rats seizures and status epilepticus followed by widespread damage to the forebrain. The present study was designed to investigate the effect of 5 non-steroidal anti-inflammatory drugs, sodium salicylate, phenylbutazone, indomethacin, ibuprofen and mefenamic acid, on seizures produced by pilocarpine. Pretreatment of rats with sodium salicylate, ED50 103 mg/kg (60-174), and phenylbutazone, 59 mg/kg (50-70) converted the non-convulsant dose of pilocarpine, 200 mg/kg, to a convulsant one. Indomethacin, 1-10 mg/kg, and ibuprofen, 10-100 mg/kg, failed to modulate seizures produced by pilocarpine. Mefenamic acid, 26 (22-30) mg/kg, prevented seizures and protected rats from seizure-related brain damage induced by pilocarpine, 380 mg/kg. These results indicate that non-steroidal anti-inflammatory drugs differentially modulate the threshold for pilocarpine-induced seizures.","['pilocarpine', 'pilocarpine', 'sodium salicylate', 'phenylbutazone', 'indomethacin', 'ibuprofen', 'mefenamic acid', 'pilocarpine', 'sodium salicylate', 'phenylbutazone', 'pilocarpine', 'Indomethacin', 'ibuprofen', 'pilocarpine', 'Mefenamic acid', 'pilocarpine', 'pilocarpine']","['seizures', 'seizures', 'status epilepticus', 'seizures', 'seizures', 'seizures', 'seizure', 'brain damage', 'seizures']","['86', '142', '351', '370', '386', '400', '414', '454', '493', '541', '611', '656', '686', '751', '764', '881', '1013']","['97', '153', '368', '384', '398', '409', '428', '465', '510', '555', '622', '668', '695', '762', '778', '892', '1024']","['65', '170', '183', '433', '730', '808', '841', '857', '1033']","['73', '178', '201', '441', '738', '816', '848', '869', '1041']","['D010862', 'D010862', 'D012980', 'D010653', 'D007213', 'D007052', 'D008528', 'D010862', 'D012980', 'D010653', 'D010862', 'D007213', 'D007052', 'D010862', 'D008528', 'D010862', 'D010862']","['D012640', 'D012640', 'D013226', 'D012640', 'D012640', 'D012640', 'D012640', 'D001930', 'D012640']","['D010653', 'D012980', 'D010862', 'D010862']","['D012640', 'D012640', 'D012640', 'D013226']"
3289726,Acute neurologic dysfunction after high-dose etoposide therapy for malignant glioma.,"Etoposide (VP-16-213) has been used in the treatment of many solid tumors and hematologic malignancies. When used in high doses and in conjunction with autologous bone marrow transplantation, this agent has activity against several treatment-resistant cancers including malignant glioma. In six of eight patients (75%) who we treated for recurrent or resistant glioma, sudden severe neurologic deterioration occurred. This developed a median of 9 days after initiation of high-dose etoposide therapy. Significant clinical manifestations have included confusion, papilledema, somnolence, exacerbation of motor deficits, and sharp increase in seizure activity. These abnormalities resolved rapidly after initiation of high-dose intravenous dexamethasone therapy. In all patients, computerized tomographic (CT) brain scans demonstrated stability in tumor size and peritumor edema when compared with pretransplant scans. This complication appears to represent a significant new toxicity of high-dose etoposide therapy for malignant glioma.","['etoposide', 'Etoposide', 'VP-16-213', 'etoposide', 'dexamethasone', 'etoposide']","['Acute neurologic dysfunction', 'malignant glioma', 'tumors', 'hematologic malignancies', 'cancers', 'malignant glioma', 'glioma', 'neurologic deterioration', 'confusion', 'papilledema', 'somnolence', 'motor deficits', 'seizure', 'tumor', 'edema', 'toxicity', 'malignant glioma']","['45', '85', '96', '567', '823', '1081']","['54', '94', '105', '576', '836', '1090']","['0', '67', '152', '163', '337', '355', '446', '468', '636', '647', '660', '688', '726', '931', '956', '1059', '1103']","['28', '83', '158', '187', '344', '371', '452', '492', '645', '658', '670', '702', '733', '936', '961', '1067', '1119']","['D005047', 'D005047', 'D005047', 'D005047', 'D003907', 'D005047']","['D009422', 'D005910', 'D009369', 'D019337', 'D009369', 'D005910', 'D005910', 'D009422', 'D003221', 'D010211', 'D006970', '-1', 'D012640', 'D009369', 'D004487', 'D064420', 'D005910']","['D005047', 'D005047', 'D005047']","['D003221', 'D012640', 'D010211']"
3297909,Progressive bile duct injury after thiabendazole administration.,"A 27-yr-old man developed jaundice 2 wk after exposure to thiabendazole. Cholestasis persisted for 3 yr, at which time a liver transplant was performed. Two liver biopsy specimens and the hepatectomy specimen were remarkable for almost complete disappearance of interlobular bile ducts. Prominent fibrosis and hepatocellular regeneration were also present; however, the lobular architecture was preserved. This case represents an example of ""idiosyncratic"" drug-induced liver damage in which the primary target of injury is the bile duct. An autoimmune pathogenesis of the bile duct destruction is suggested.","['thiabendazole', 'thiabendazole']","['bile duct injury', 'jaundice', 'Cholestasis', 'fibrosis', 'drug-induced liver damage', 'bile duct destruction']","['35', '123']","['48', '136']","['12', '91', '138', '362', '522', '638']","['28', '99', '149', '370', '547', '659']","['D013827', 'D013827']","['D001649', 'D007565', 'D002779', 'D005355', 'D056486', 'D001649']","['D013827', 'D013827']","['D056486', 'D002779']"
3323259,"Differential effects of 1,4-dihydropyridine calcium channel blockers: therapeutic implications.","Increasing recognition of the importance of calcium in the pathogenesis of cardiovascular disease has stimulated research into the use of calcium channel blocking agents for treatment of a variety of cardiovascular diseases. The favorable efficacy and tolerability profiles of these agents make them attractive therapeutic modalities. Clinical applications of calcium channel blockers parallel their tissue selectivity. In contrast to verapamil and diltiazem, which are roughly equipotent in their actions on the heart and vascular smooth muscle, the dihydropyridine calcium channel blockers are a group of potent peripheral vasodilator agents that exert minimal electrophysiologic effects on cardiac nodal or conduction tissue. As the first dihydropyridine available for use in the United States, nifedipine controls angina and hypertension with minimal depression of cardiac function. Additional members of this group of calcium channel blockers have been studied for a variety of indications for which they may offer advantages over current therapy. Once or twice daily dosage possible with nitrendipine and nisoldipine offers a convenient administration schedule, which encourages patient compliance in long-term therapy of hypertension. The coronary vasodilating properties of nisoldipine have led to the investigation of this agent for use in angina. Selectivity for the cerebrovascular bed makes nimodipine potentially useful in the treatment of subarachnoid hemorrhage, migraine headache, dementia, and stroke. In general, the dihydropyridine calcium channel blockers are usually well tolerated, with headache, facial flushing, palpitations, edema, nausea, anorexia, and dizziness being the more common adverse effects.","['1,4-dihydropyridine', 'calcium channel blockers', 'calcium', 'calcium channel blocking agents', 'calcium channel blockers', 'verapamil', 'diltiazem', 'dihydropyridine', 'calcium channel blockers', 'dihydropyridine', 'nifedipine', 'calcium channel blockers', 'nitrendipine', 'nisoldipine', 'nisoldipine', 'nimodipine', 'dihydropyridine', 'calcium channel blockers']","['cardiovascular disease', 'cardiovascular diseases', 'angina', 'hypertension', 'hypertension', 'angina', 'subarachnoid hemorrhage', 'migraine headache', 'dementia', 'stroke', 'headache', 'flushing', 'palpitations', 'edema', 'nausea', 'anorexia', 'dizziness']","['24', '44', '140', '234', '456', '531', '545', '647', '663', '838', '894', '1019', '1190', '1207', '1378', '1499', '1631', '1647']","['43', '68', '147', '265', '480', '540', '554', '662', '687', '853', '904', '1043', '1202', '1218', '1389', '1509', '1646', '1671']","['171', '296', '914', '925', '1324', '1445', '1549', '1574', '1593', '1607', '1705', '1722', '1732', '1746', '1753', '1761', '1775']","['193', '319', '920', '937', '1336', '1451', '1572', '1591', '1601', '1613', '1713', '1730', '1744', '1751', '1759', '1769', '1784']","['C038806', 'D002121', 'D002118', 'D002121', 'D002121', 'D014700', 'D004110', 'C038806', 'D002121', 'C038806', 'D009543', 'D002121', 'D009568', 'D015737', 'D015737', 'D009553', 'C038806', 'D002121']","['D002318', 'D002318', 'D000787', 'D006973', 'D006973', 'D000787', 'D013345', 'D008881', 'D003704', 'D020521', 'D006261', 'D005483', '-1', 'D004487', 'D009325', 'D000855', 'D004244']","['D002121', 'D002121', 'D002121', 'D002121', 'D002121', 'D002121']","['D000855', 'D004244', 'D004487', 'D006261', 'D009325', 'D005483']"
3323599,The enhancement of aminonucleoside nephrosis by the co-administration of protamine.,"An experimental model of focal segmental glomerular sclerosis (FSGS) was developed in rats by the combined administration of puromycin-aminonucleoside (AMNS) and protamine sulfate (PS). Male Sprague-Dawley rats, uninephrectomized three weeks before, received daily injections of subcutaneous AMNS (1 mg/100 g body wt) and intravenous PS (2 separated doses of 2.5 mg/100 g body wt) for four days. The series of injections were repeated another three times at 10 day intervals. The animals were sacrificed on days 24, 52, and 80. They developed nephrotic syndrome and finally renal failure. The time-course curve of creatinine clearance dropped and showed significant difference (P less than 0.01) from that of each control group, such as, AMNS alone, PS alone or saline injected. Their glomeruli showed changes of progressive FSGS. The ultrastructural studies in the initial stage revealed significant lack of particles of perfused ruthenium red on the lamina rara externa and marked changes in epithelial cell cytoplasm. Therefore, it is suggested that the administration of PS enhances the toxicity of AMNS on the glomerulus and readily produces progressive FSGS in rats resulting in the end-stage renal disease.","['aminonucleoside', 'puromycin-aminonucleoside', 'AMNS', 'protamine sulfate', 'PS', 'AMNS', 'PS', 'creatinine', 'AMNS', 'PS', 'ruthenium', 'PS', 'AMNS']","['nephrosis', 'focal segmental glomerular sclerosis', 'FSGS', 'nephrotic syndrome', 'renal failure', 'FSGS', 'toxicity', 'FSGS', 'end-stage renal disease']","['19', '209', '236', '246', '265', '376', '418', '698', '822', '834', '1015', '1159', '1187']","['34', '234', '240', '263', '267', '380', '420', '708', '826', '836', '1024', '1161', '1191']","['35', '109', '147', '627', '658', '909', '1175', '1243', '1273']","['44', '145', '151', '645', '671', '913', '1183', '1247', '1296']","['D011692', 'D011692', 'D011692', 'D011479', 'D011479', 'D011692', 'D011479', 'D003404', 'D011692', 'D011479', 'D012428', 'D011479', 'D011692']","['D009401', 'D005923', 'D005923', 'D009404', 'D051437', 'D005923', 'D064420', 'D005923', 'D007676']","['D011692', 'D011692', 'D011692']","['D005923', 'D009404', 'D007676']"
3339945,Theophylline neurotoxicity in pregnant rats.,The purpose of this investigation was to determine whether the neurotoxicity of theophylline is altered in advanced pregnancy. Sprague-Dawley rats that were 20 days pregnant and nonpregnant rats of the same age and strain received infusions of aminophylline until onset of maximal seizures which occurred after 28 and 30 minutes respectively. Theophylline concentrations at this endpoint in serum (total) and CSF were similar but serum (free) and brain concentrations were slightly different in pregnant rats. Theophylline serum protein binding determined by equilibrium dialysis was lower in pregnant rats. Fetal serum concentrations at onset of seizures in the mother were similar to maternal brain and CSF concentrations and correlated significantly with the former. It is concluded that advanced pregnancy has a negligible effect on the neurotoxic response to theophylline in rats.,"['Theophylline', 'theophylline', 'aminophylline', 'Theophylline', 'Theophylline', 'theophylline']","['neurotoxicity', 'neurotoxicity', 'seizures', 'seizures', 'neurotoxic']","['0', '125', '289', '388', '555', '909']","['12', '137', '302', '400', '567', '921']","['13', '108', '326', '692', '886']","['26', '121', '334', '700', '896']","['D013806', 'D013806', 'D000628', 'D013806', 'D013806', 'D013806']","['D020258', 'D020258', 'D012640', 'D012640', 'D020258']",['D000628'],['D012640']
