chemicals,chemical_ids,mapped_chemical_ids,mismatched_chemicals,actual_chemical_names
"['steroids', 'cocaine', 'steroids', 'steroid', 'gamma-aminobutyric acid', 'gaba', 'cocaine', 'cocaine', 'allopregnanolone', '3alpha-hydroxy-5alpha-pregnan-20-one', 'pregnanolone', '3alpha-hydroxy-5beta-pregnan-20-one', 'ganaxolone', 'allopregnanolone', '3alpha-hydroxy-3beta-methyl-5alpha-pregnan-20-one', 'cocaine', 'cocaine', 'gaba', 'allopregnanolone', 'ganaxolone', 'allopregnanolone', 'pregnanolone', 'ganaxolone', 'steroids', 'cocaine']","['D013256', 'D003042', 'D013256', 'D013256', 'D005680', 'D005680', 'D003042', 'D003042', 'D011280', 'D011280', 'D011280', 'D011280', 'C105051', 'D011280', 'C105051', 'D003042', 'D003042', 'D005680', 'D011280', 'C105051', 'D011280', 'D011280', 'C105051', 'D013256', 'D003042']","['D013256', 'D003042', 'D013256', 'D013256', 'D005680', 'D005680', 'D003042', 'D003042', 'D011280', '-1', 'D011280', '-1', '-1', 'D011280', '-1', 'D003042', 'D003042', 'D005680', 'D011280', '-1', 'D011280', 'D011280', '-1', 'D013256', 'D003042']","['3alpha-hydroxy-5alpha-pregnan-20-one', '3alpha-hydroxy-5beta-pregnan-20-one', 'ganaxolone', '3alpha-hydroxy-3beta-methyl-5alpha-pregnan-20-one', 'ganaxolone', 'ganaxolone']","[['steroids', 'steroids', 'steroid', 'catatoxic steroids', 'steroids, catatoxic'], ['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine'], ['steroids', 'steroids', 'steroid', 'catatoxic steroids', 'steroids, catatoxic'], ['steroids', 'steroids', 'steroid', 'catatoxic steroids', 'steroids, catatoxic'], ['gamma-aminobutyric acid', 'gamma-aminobutyric acid', 'gamma aminobutyric acid', '4-aminobutanoic acid', '4 aminobutanoic acid', '4-aminobutyric acid', '4 aminobutyric acid', 'aminalon', 'aminalone', 'gaba', 'gamma-aminobutyric acid, monolithium salt', 'gamma aminobutyric acid, monolithium salt', 'lithium gaba', 'gaba, lithium', 'gamma-aminobutyric acid, hydrochloride', 'acid, hydrochloride gamma-aminobutyric', 'gamma aminobutyric acid, hydrochloride', 'hydrochloride gamma-aminobutyric acid', 'gamma-aminobutyric acid, monosodium salt', 'gamma aminobutyric acid, monosodium salt', 'gamma-aminobutyric acid, calcium salt (2:1)', 'gamma-aminobutyric acid, zinc salt (2:1)', 'gammalon'], ['gamma-aminobutyric acid', 'gamma-aminobutyric acid', 'gamma aminobutyric acid', '4-aminobutanoic acid', '4 aminobutanoic acid', '4-aminobutyric acid', '4 aminobutyric acid', 'aminalon', 'aminalone', 'gaba', 'gamma-aminobutyric acid, monolithium salt', 'gamma aminobutyric acid, monolithium salt', 'lithium gaba', 'gaba, lithium', 'gamma-aminobutyric acid, hydrochloride', 'acid, hydrochloride gamma-aminobutyric', 'gamma aminobutyric acid, hydrochloride', 'hydrochloride gamma-aminobutyric acid', 'gamma-aminobutyric acid, monosodium salt', 'gamma aminobutyric acid, monosodium salt', 'gamma-aminobutyric acid, calcium salt (2:1)', 'gamma-aminobutyric acid, zinc salt (2:1)', 'gammalon']]"
"['cyclosporine a', 'tacrolimus', 'sirolimus', 'sirolimus', 'srl', 'srl', 'srl', 'cyclosporine a', 'csa', 'tacrolimus', 'fk506', 'srl', 'csa', 'fk506', 'srl', 'csa', 'fk506', 'srl', 'csa', 'fk506', 'srl', 'fk506', 'srl', 'csa', 'srl', 'fk506', 'srl', 'csa', 'srl', 'fk506', 'srl']","['D016572', 'D016559', 'D020123', 'D020123', 'D020123', 'D020123', 'D020123', 'D016572', 'D016572', 'D016559', 'D016559', 'D020123', 'D016572', 'D016559', 'D020123', 'D016572', 'D016559', 'D020123', 'D016572', 'D016559', 'D020123', 'D016559', 'D020123', 'D016572', 'D020123', 'D016559', 'D020123', 'D016572', 'D020123', 'D016559', 'D020123']","['D016572', 'D016559', 'D020123', 'D020123', '-1', '-1', '-1', 'D016572', '-1', 'D016559', 'D016559', '-1', '-1', 'D016559', '-1', '-1', 'D016559', '-1', '-1', 'D016559', '-1', 'D016559', '-1', '-1', '-1', 'D016559', '-1', '-1', '-1', 'D016559', '-1']","['srl', 'srl', 'srl', 'csa', 'srl', 'csa', 'srl', 'csa', 'srl', 'csa', 'srl', 'srl', 'csa', 'srl', 'srl', 'csa', 'srl', 'srl']","[['cyclosporine', 'cyclosporine', 'ciclosporin', 'cyclosporin', 'cyclosporin a', 'cyclosporine a', 'csa-neoral', 'csaneoral', 'csa neoral', 'sandimmun neoral', 'cya-nof', 'cya nof', 'sandimmune', 'sandimmun', 'neoral', 'ol 27-400', 'ol 27400', 'ol 27 400'], ['tacrolimus', 'tacrolimus', 'prograf', 'prograft', 'anhydrous tacrolimus', 'tacrolimus, anhydrous', 'tacrolimus anhydrous', 'anhydrous, tacrolimus', 'fk-506', 'fk 506', 'fk506', 'fr-900506', 'fr900506', 'fr 900506'], ['sirolimus', 'sirolimus', 'rapamycin', 'rapamune', 'ay 22-989', 'ay 22989', 'ay 22 989', 'i-2190a', 'i2190a', 'i 2190a'], ['sirolimus', 'sirolimus', 'rapamycin', 'rapamune', 'ay 22-989', 'ay 22989', 'ay 22 989', 'i-2190a', 'i2190a', 'i 2190a'], ['sirolimus', 'sirolimus', 'rapamycin', 'rapamune', 'ay 22-989', 'ay 22989', 'ay 22 989', 'i-2190a', 'i2190a', 'i 2190a'], ['sirolimus', 'sirolimus', 'rapamycin', 'rapamune', 'ay 22-989', 'ay 22989', 'ay 22 989', 'i-2190a', 'i2190a', 'i 2190a'], ['sirolimus', 'sirolimus', 'rapamycin', 'rapamune', 'ay 22-989', 'ay 22989', 'ay 22 989', 'i-2190a', 'i2190a', 'i 2190a'], ['cyclosporine', 'cyclosporine', 'ciclosporin', 'cyclosporin', 'cyclosporin a', 'cyclosporine a', 'csa-neoral', 'csaneoral', 'csa neoral', 'sandimmun neoral', 'cya-nof', 'cya nof', 'sandimmune', 'sandimmun', 'neoral', 'ol 27-400', 'ol 27400', 'ol 27 400'], ['cyclosporine', 'cyclosporine', 'ciclosporin', 'cyclosporin', 'cyclosporin a', 'cyclosporine a', 'csa-neoral', 'csaneoral', 'csa neoral', 'sandimmun neoral', 'cya-nof', 'cya nof', 'sandimmune', 'sandimmun', 'neoral', 'ol 27-400', 'ol 27400', 'ol 27 400'], ['tacrolimus', 'tacrolimus', 'prograf', 'prograft', 'anhydrous tacrolimus', 'tacrolimus, anhydrous', 'tacrolimus anhydrous', 'anhydrous, tacrolimus', 'fk-506', 'fk 506', 'fk506', 'fr-900506', 'fr900506', 'fr 900506'], ['tacrolimus', 'tacrolimus', 'prograf', 'prograft', 'anhydrous tacrolimus', 'tacrolimus, anhydrous', 'tacrolimus anhydrous', 'anhydrous, tacrolimus', 'fk-506', 'fk 506', 'fk506', 'fr-900506', 'fr900506', 'fr 900506'], ['sirolimus', 'sirolimus', 'rapamycin', 'rapamune', 'ay 22-989', 'ay 22989', 'ay 22 989', 'i-2190a', 'i2190a', 'i 2190a'], ['cyclosporine', 'cyclosporine', 'ciclosporin', 'cyclosporin', 'cyclosporin a', 'cyclosporine a', 'csa-neoral', 'csaneoral', 'csa neoral', 'sandimmun neoral', 'cya-nof', 'cya nof', 'sandimmune', 'sandimmun', 'neoral', 'ol 27-400', 'ol 27400', 'ol 27 400'], ['tacrolimus', 'tacrolimus', 'prograf', 'prograft', 'anhydrous tacrolimus', 'tacrolimus, anhydrous', 'tacrolimus anhydrous', 'anhydrous, tacrolimus', 'fk-506', 'fk 506', 'fk506', 'fr-900506', 'fr900506', 'fr 900506'], ['sirolimus', 'sirolimus', 'rapamycin', 'rapamune', 'ay 22-989', 'ay 22989', 'ay 22 989', 'i-2190a', 'i2190a', 'i 2190a'], ['cyclosporine', 'cyclosporine', 'ciclosporin', 'cyclosporin', 'cyclosporin a', 'cyclosporine a', 'csa-neoral', 'csaneoral', 'csa neoral', 'sandimmun neoral', 'cya-nof', 'cya nof', 'sandimmune', 'sandimmun', 'neoral', 'ol 27-400', 'ol 27400', 'ol 27 400'], ['tacrolimus', 'tacrolimus', 'prograf', 'prograft', 'anhydrous tacrolimus', 'tacrolimus, anhydrous', 'tacrolimus anhydrous', 'anhydrous, tacrolimus', 'fk-506', 'fk 506', 'fk506', 'fr-900506', 'fr900506', 'fr 900506'], ['sirolimus', 'sirolimus', 'rapamycin', 'rapamune', 'ay 22-989', 'ay 22989', 'ay 22 989', 'i-2190a', 'i2190a', 'i 2190a']]"
"['fucoidan', 'fucoidan', 'fucoidan', 'fucoidan']","['C007789', 'C007789', 'C007789', 'C007789']","['-1', '-1', '-1', '-1']","['fucoidan', 'fucoidan', 'fucoidan', 'fucoidan']","[['Unknown'], ['Unknown'], ['Unknown'], ['Unknown']]"
"['prostaglandin e1', 'prostaglandin e1', 'pge1', 'dextran', 'pge1', 'aceto-acetate', '3-hydroxybutyrate', 'bilirubin', 'pge1']","['D000527', 'D000527', 'D000527', 'D003911', 'D000527', 'C016635', 'D020155', 'D001663', 'D000527']","['D000527', 'D000527', 'D000527', 'D003911', 'D000527', '-1', 'D020155', 'D001663', 'D000527']",['aceto-acetate'],"[['alprostadil', 'alprostadil', 'pge1', 'prostaglandin e1', 'lipo-pge1', 'lipo pge1', 'prostaglandin e1alpha', 'pge1alpha', 'edex', 'prostavasin', 'prostin vr', 'prostine vr', 'caverject', 'muse', 'vasaprostan', 'minprog', 'viridal', 'sugiran']]"
"['salvianolic acid a', 'isoproterenol', 'salvianolic acid a', 'isoproterenol', 'isoproterenol', 'lactate', 'aspartate', 'creatine', 'malondialdehyde', 'superoxide', 'glutathione', 'adp', 'isoproterenol', 'salvianolic acid a', 'isoproterenol', 'salvianolic acid a', 'isoproterenol', 'salvianolic acid a', 'isoproterenol']","['C066201', 'D007545', 'C066201', 'D007545', 'D007545', 'D019344', 'D001224', 'D003401', 'D008315', 'D013481', 'D005978', 'D000244', 'D007545', 'C066201', 'D007545', 'C066201', 'D007545', 'C066201', 'D007545']","['-1', 'D007545', '-1', 'D007545', 'D007545', 'D019344', 'D001224', 'D003401', 'D008315', 'D013481', 'D005978', 'D000244', 'D007545', '-1', 'D007545', '-1', 'D007545', '-1', 'D007545']","['salvianolic acid a', 'salvianolic acid a', 'salvianolic acid a', 'salvianolic acid a', 'salvianolic acid a']","[['Unknown'], ['isoproterenol', 'isoproterenol', 'isopropylarterenol', 'isopropylnoradrenaline', 'isoprenaline', '4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-1,2-benzenediol', 'isopropyl noradrenaline', 'noradrenaline, isopropyl', 'isopropylnorepinephrine', 'isoproterenol hydrochloride', 'hydrochloride, isoproterenol', 'isoproterenol sulfate', 'sulfate, isoproterenol', 'euspiran', 'novodrin', 'norisodrine', 'izadrin', 'isuprel', 'isadrine', 'isadrin'], ['Unknown'], ['isoproterenol', 'isoproterenol', 'isopropylarterenol', 'isopropylnoradrenaline', 'isoprenaline', '4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-1,2-benzenediol', 'isopropyl noradrenaline', 'noradrenaline, isopropyl', 'isopropylnorepinephrine', 'isoproterenol hydrochloride', 'hydrochloride, isoproterenol', 'isoproterenol sulfate', 'sulfate, isoproterenol', 'euspiran', 'novodrin', 'norisodrine', 'izadrin', 'isuprel', 'isadrine', 'isadrin'], ['isoproterenol', 'isoproterenol', 'isopropylarterenol', 'isopropylnoradrenaline', 'isoprenaline', '4-(1-hydroxy-2-((1-methylethyl)amino)ethyl)-1,2-benzenediol', 'isopropyl noradrenaline', 'noradrenaline, isopropyl', 'isopropylnorepinephrine', 'isoproterenol hydrochloride', 'hydrochloride, isoproterenol', 'isoproterenol sulfate', 'sulfate, isoproterenol', 'euspiran', 'novodrin', 'norisodrine', 'izadrin', 'isuprel', 'isadrine', 'isadrin']]"
"['n-(2-propylpentanoyl)urea', 'amino acid', 'pilocarpine', 'amino acid', 'glutamate', 'aspartate', 'glycine', 'gaba', 'n-(2-propylpentanoyl)urea', 'vpu', 'valproic acid', 'vpa', 'vpu', 'vpa', 'pilocarpine', 'vpa', 'pilocarpine', 'glutamate', 'aspartate', 'glycine', 'gaba', 'vpu', 'vpa', 'pilocarpine', 'glutamate', 'aspartate', 'gaba', 'glycine', 'glutamate', 'aspartate', 'vpu', 'vpa', 'pilocarpine', 'amino acid', 'glutamate', 'aspartate', 'vpa', 'vpu', 'pilocarpine', 'glutamate', 'aspartate', 'pilocarpine']","['C108761', 'D000596', 'D010862', 'D000596', 'D018698', 'D001224', 'D005998', 'D005680', 'C108761', 'C108761', 'D014635', 'D014635', 'C108761', 'D014635', 'D010862', 'D014635', 'D010862', 'D018698', 'D001224', 'D005998', 'D005680', 'C108761', 'D014635', 'D010862', 'D018698', 'D001224', 'D005680', 'D005998', 'D018698', 'D001224', 'C108761', 'D014635', 'D010862', 'D000596', 'D018698', 'D001224', 'D014635', 'C108761', 'D010862', 'D018698', 'D001224', 'D010862']","['-1', 'D000596', 'D010862', 'D000596', 'D018698', 'D001224', 'D005998', 'D005680', '-1', '-1', 'D014635', '-1', '-1', '-1', 'D010862', '-1', 'D010862', 'D018698', 'D001224', 'D005998', 'D005680', '-1', '-1', 'D010862', 'D018698', 'D001224', 'D005680', 'D005998', 'D018698', 'D001224', '-1', '-1', 'D010862', 'D000596', 'D018698', 'D001224', '-1', '-1', 'D010862', 'D018698', 'D001224', 'D010862']","['n-(2-propylpentanoyl)urea', 'n-(2-propylpentanoyl)urea', 'vpu', 'vpa', 'vpu', 'vpa', 'vpa', 'vpu', 'vpa', 'vpu', 'vpa', 'vpa', 'vpu']","[['Unknown'], ['amino acids', 'amino acids', 'acids, amino', 'amino acid', 'acid, amino'], ['pilocarpine', 'pilocarpine', 'isoptocarpine', 'ocusert', 'isopilocarpine', 'salagen', 'pilocarpine nitrate', 'nitrate, pilocarpine', 'pilocarpine mononitrate, (3s-cis)-isomer', 'pilocarpine hydrochloride', 'hydrochloride, pilocarpine', 'pilocarpine, monohydrochloride, (3s-cis)-isomer'], ['amino acids', 'amino acids', 'acids, amino', 'amino acid', 'acid, amino'], ['glutamic acid', 'glutamic acid', 'l-glutamic acid', 'l glutamic acid', 'potassium glutamate', 'glutamate, potassium', 'aluminum l-glutamate', 'aluminum l glutamate', 'l-glutamate, aluminum', 'd-glutamate', 'd glutamate', 'glutamate', 'l-glutamate', 'l glutamate', 'glutamic acid, (d)-isomer'], ['aspartic acid', 'aspartic acid', 'l-aspartic acid', 'l aspartic acid', 'mg-5-longoral', 'aspartate', 'l-aspartate', 'l aspartate', 'magnesiocard', 'aspartic acid, magnesium-potassium (2:1:2) salt', 'monopotassium aspartate', 'aspartate, monopotassium', 'aspartic acid, monopotassium salt', 'potassium aspartate', 'aspartate, potassium', 'aspartic acid, potassium salt', 'sodium aspartate', 'aspartate, sodium', 'aspartic acid, sodium salt', 'aspartic acid, hydrochloride', 'dipotassium aspartate', 'aspartate, dipotassium', 'aspartic acid, dipotassium salt', 'magnesium aspartate', 'aspartate, magnesium', 'aspartic acid, magnesium (2:1) salt', 'calcium aspartate', 'aspartate, calcium', 'aspartic acid, calcium salt', 'aspartic acid, hydrobromide', 'ammonium aspartate', 'aspartate, ammonium', 'aspartic acid, ammonium salt', 'monosodium aspartate', 'aspartate, monosodium', 'aspartic acid, monosodium salt', 'disodium aspartate', 'aspartate, disodium', 'aspartic acid, disodium salt', 'aspartic acid, magnesium (1:1) salt, hydrochloride, trihydrate', '(+-)-aspartic acid', '(r,s)-aspartic acid', 'aspartate magnesium hydrochloride'], ['glycine', 'glycine', 'aminoacetic acid', 'acid, aminoacetic', 'glycine, monopotassium salt', 'monopotassium salt glycine', 'salt glycine, monopotassium', 'glycine, cobalt salt', 'cobalt salt glycine', 'glycine, monoammonium salt', 'monoammonium salt glycine', 'salt glycine, monoammonium', 'glycine, copper salt', 'copper salt glycine', 'glycine, calcium salt', 'calcium salt glycine', 'glycine, calcium salt (2:1)', 'glycine carbonate (2:1), monosodium salt', 'glycine carbonate (2:1), monopotassium salt', 'glycine carbonate (2:1), monolithium salt', 'glycine sulfate (3:1)', 'glycine hydrochloride', 'hydrochloride, glycine', 'glycine, monosodium salt', 'monosodium salt glycine', 'salt glycine, monosodium', 'glycine, sodium hydrogen carbonate', 'glycine carbonate (1:1), monosodium salt', 'glycine phosphate (1:1)', 'glycine hydrochloride (2:1)', 'glycine phosphate', 'phosphate, glycine'], ['gamma-aminobutyric acid', 'gamma-aminobutyric acid', 'gamma aminobutyric acid', '4-aminobutanoic acid', '4 aminobutanoic acid', '4-aminobutyric acid', '4 aminobutyric acid', 'aminalon', 'aminalone', 'gaba', 'gamma-aminobutyric acid, monolithium salt', 'gamma aminobutyric acid, monolithium salt', 'lithium gaba', 'gaba, lithium', 'gamma-aminobutyric acid, hydrochloride', 'acid, hydrochloride gamma-aminobutyric', 'gamma aminobutyric acid, hydrochloride', 'hydrochloride gamma-aminobutyric acid', 'gamma-aminobutyric acid, monosodium salt', 'gamma aminobutyric acid, monosodium salt', 'gamma-aminobutyric acid, calcium salt (2:1)', 'gamma-aminobutyric acid, zinc salt (2:1)', 'gammalon'], ['Unknown'], ['Unknown'], ['valproic acid', 'valproic acid', 'divalproex', '2-propylpentanoic acid', '2 propylpentanoic acid', 'valproate sodium', 'sodium valproate', 'valproate', 'dipropyl acetate', 'magnesium valproate', 'divalproex sodium', 'semisodium valproate', 'depakote', 'vupral', 'ergenyl', 'depakene', 'convulsofin', 'depakine', 'valproic acid, sodium salt (2:1)', 'calcium valproate', 'valproate calcium', 'propylisopropylacetic acid'], ['valproic acid', 'valproic acid', 'divalproex', '2-propylpentanoic acid', '2 propylpentanoic acid', 'valproate sodium', 'sodium valproate', 'valproate', 'dipropyl acetate', 'magnesium valproate', 'divalproex sodium', 'semisodium valproate', 'depakote', 'vupral', 'ergenyl', 'depakene', 'convulsofin', 'depakine', 'valproic acid, sodium salt (2:1)', 'calcium valproate', 'valproate calcium', 'propylisopropylacetic acid'], ['Unknown']]"
"['telithromycin', 'telithromycin', 'alanine', 'aspartate', 'bilirubin', 'bilirubin', 'alcohol', 'telithromycin', 'telithromycin', 'telithromycin', 'telithromycin', 'telithromycin']","['C106791', 'C106791', 'D000409', 'D001224', 'D001663', 'D001663', 'D000431', 'C106791', 'C106791', 'C106791', 'C106791', 'C106791']","['-1', '-1', 'D000409', 'D001224', 'D001663', 'D001663', '-1', '-1', '-1', '-1', '-1', '-1']","['telithromycin', 'telithromycin', 'alcohol', 'telithromycin', 'telithromycin', 'telithromycin', 'telithromycin', 'telithromycin']","[['Unknown'], ['Unknown'], ['alanine', 'alanine', 'l-alanine', 'l alanine', 'alanine, l-isomer', 'alanine, l isomer', 'l-isomer alanine', 'abufène'], ['aspartic acid', 'aspartic acid', 'l-aspartic acid', 'l aspartic acid', 'mg-5-longoral', 'aspartate', 'l-aspartate', 'l aspartate', 'magnesiocard', 'aspartic acid, magnesium-potassium (2:1:2) salt', 'monopotassium aspartate', 'aspartate, monopotassium', 'aspartic acid, monopotassium salt', 'potassium aspartate', 'aspartate, potassium', 'aspartic acid, potassium salt', 'sodium aspartate', 'aspartate, sodium', 'aspartic acid, sodium salt', 'aspartic acid, hydrochloride', 'dipotassium aspartate', 'aspartate, dipotassium', 'aspartic acid, dipotassium salt', 'magnesium aspartate', 'aspartate, magnesium', 'aspartic acid, magnesium (2:1) salt', 'calcium aspartate', 'aspartate, calcium', 'aspartic acid, calcium salt', 'aspartic acid, hydrobromide', 'ammonium aspartate', 'aspartate, ammonium', 'aspartic acid, ammonium salt', 'monosodium aspartate', 'aspartate, monosodium', 'aspartic acid, monosodium salt', 'disodium aspartate', 'aspartate, disodium', 'aspartic acid, disodium salt', 'aspartic acid, magnesium (1:1) salt, hydrochloride, trihydrate', '(+-)-aspartic acid', '(r,s)-aspartic acid', 'aspartate magnesium hydrochloride'], ['bilirubin', 'bilirubin', 'bilirubin ix alpha', 'bilirubin, calcium salt', 'calcium salt bilirubin', 'salt bilirubin, calcium', 'calcium bilirubinate', 'bilirubinate, calcium', 'delta-bilirubin', 'delta bilirubin', 'hematoidin', 'bilirubin, (15e)-isomer', 'bilirubin, (4e)-isomer', 'bilirubin, (4e,15e)-isomer', 'bilirubin, monosodium salt', 'monosodium salt bilirubin', 'bilirubin, disodium salt', 'disodium salt bilirubin'], ['bilirubin', 'bilirubin', 'bilirubin ix alpha', 'bilirubin, calcium salt', 'calcium salt bilirubin', 'salt bilirubin, calcium', 'calcium bilirubinate', 'bilirubinate, calcium', 'delta-bilirubin', 'delta bilirubin', 'hematoidin', 'bilirubin, (15e)-isomer', 'bilirubin, (4e)-isomer', 'bilirubin, (4e,15e)-isomer', 'bilirubin, monosodium salt', 'monosodium salt bilirubin', 'bilirubin, disodium salt', 'disodium salt bilirubin'], ['ethanol', 'ethanol', 'alcohol, ethyl', 'ethyl alcohol', 'grain alcohol', 'alcohol, grain', 'absolute alcohol', 'alcohol, absolute'], ['Unknown']]"
"['spironolactone', 'spironolactone', 'spironolactone', 'spironolactone', 'spironolactone', 'k', 'cr', 'spironolactone', 'potassium', 'potassium', 'creatinine', 'thiazide', 'spironolactone']","['D013148', 'D013148', 'D013148', 'D013148', 'D013148', 'D011188', 'D002857', 'D013148', 'D011188', 'D011188', 'D003404', 'D049971', 'D013148']","['D013148', 'D013148', 'D013148', 'D013148', 'D013148', '-1', '-1', 'D013148', 'D011188', 'D011188', 'D003404', 'D049971', 'D013148']","['k', 'cr']","[['spironolactone', 'spironolactone', 'verospirone', 'spirolactone', 'veroshpiron', 'aldactone', 'aldactone a', 'sc-9420', 'sc9420', 'sc 9420', 'spirolang', 'aquareduct', 'duraspiron', 'espironolactona alter', 'espironolactona mundogen', 'flumach', 'frumikal', 'jenaspiron', 'novo-spiroton', 'novospiroton', 'novo spiroton', 'practon', 'spiractin', 'spiro l.u.t.', 'spiro von ct', 'ct, spiro von', 'von ct, spiro', 'spirobeta', 'spirogamma', 'spironone', 'spirospare', 'verospiron', 'spirono-isis', 'spirono isis'], ['spironolactone', 'spironolactone', 'verospirone', 'spirolactone', 'veroshpiron', 'aldactone', 'aldactone a', 'sc-9420', 'sc9420', 'sc 9420', 'spirolang', 'aquareduct', 'duraspiron', 'espironolactona alter', 'espironolactona mundogen', 'flumach', 'frumikal', 'jenaspiron', 'novo-spiroton', 'novospiroton', 'novo spiroton', 'practon', 'spiractin', 'spiro l.u.t.', 'spiro von ct', 'ct, spiro von', 'von ct, spiro', 'spirobeta', 'spirogamma', 'spironone', 'spirospare', 'verospiron', 'spirono-isis', 'spirono isis']]"
"['octreotide', 'ursodeoxycholic acid', 'octreotide', 'octreotide', 'cholesterol', 'cholesterol', 'cholesterol', 'cholesterol', 'cholesterol', 'ursodeoxycholic acid', 'udca', 'udca', 'cholesterol', 'octreotide', 'cholesterol', 'calcium']","['D015282', 'D014580', 'D015282', 'D015282', 'D002784', 'D002784', 'D002784', 'D002784', 'D002784', 'D014580', 'D014580', 'D014580', 'D002784', 'D015282', 'D002784', 'D002118']","['D015282', 'D014580', 'D015282', 'D015282', 'D002784', 'D002784', 'D002784', 'D002784', 'D002784', 'D014580', '-1', '-1', 'D002784', 'D015282', 'D002784', 'D002118']","['udca', 'udca']","[['octreotide', 'octreotide', 'sandostatine', 'sandostatin', 'octreotide acetate', 'octreotide acetate salt', 'sms 201-995', 'sms 201995', 'sms 201 995', 'compound 201-995', 'compound 201995', 'compound 201 995', 'san 201-995', 'san 201995', 'san 201 995', 'sandoz 201-995', 'sandoz 201995', 'sandoz 201 995', 'sm 201-995', 'sm 201995', 'sm 201 995'], ['ursodeoxycholic acid', 'ursodeoxycholic acid', 'acid, ursodeoxycholic', 'deoxyursocholic acid', 'acid, deoxyursocholic', 'ursacholic acid', 'acid, ursacholic', 'ursodiol', '3 alpha,7 beta-dihydroxy-5 beta-cholan-24-oic acid', '3 alpha,7 beta dihydroxy 5 beta cholan 24 oic acid', 'ursolvan', 'urso', 'ursolite', 'ursogal', 'ursofalk', 'ursochol', 'ursobilane', 'urdox', 'destolit', 'delursan', 'cholofalk', 'cholit-ursan', 'sodium ursodeoxycholate', 'ursodeoxycholate, sodium', 'urso heumann']]"
"['2-chloroprocaine-ce', 'bupivacaine', '2-chloroprocaine-ce', 'bupivacaine', '2-chloroprocaine-ce', '2-chloroprocaine-ce', 'bupivacaine', '2-chloroprocaine-ce', 'bupivacaine']","['C004616', 'D002045', 'C004616', 'D002045', 'C004616', 'C004616', 'D002045', 'C004616', 'D002045']","['-1', 'D002045', '-1', 'D002045', '-1', '-1', 'D002045', '-1', 'D002045']","['2-chloroprocaine-ce', '2-chloroprocaine-ce', '2-chloroprocaine-ce', '2-chloroprocaine-ce', '2-chloroprocaine-ce']","[['Unknown'], ['bupivacaine', 'bupivacaine', '1-butyl-n-(2,6-dimethylphenyl)-2-piperidinecarboxamide', 'bupivacaine carbonate', 'sensorcaine', 'bupivacaine hydrochloride', 'bupivacaine monohydrochloride, monohydrate', 'bupivacaine anhydrous', 'svedocain sin vasoconstr', 'bupivacain janapharm', 'bupivacain-rpr', 'bupivacain rpr', 'bupivacaina braun', 'buvacaina', 'dolanaest', 'carbostesin', 'marcain', 'marcaine'], ['Unknown'], ['bupivacaine', 'bupivacaine', '1-butyl-n-(2,6-dimethylphenyl)-2-piperidinecarboxamide', 'bupivacaine carbonate', 'sensorcaine', 'bupivacaine hydrochloride', 'bupivacaine monohydrochloride, monohydrate', 'bupivacaine anhydrous', 'svedocain sin vasoconstr', 'bupivacain janapharm', 'bupivacain-rpr', 'bupivacain rpr', 'bupivacaina braun', 'buvacaina', 'dolanaest', 'carbostesin', 'marcain', 'marcaine'], ['Unknown']]"
"['levodopa/carbidopa', 'carbidopa/levodopa', 'vitamin b6']","['C009265', 'C009265', 'D025101']","['-1', '-1', 'D025101']","['levodopa/carbidopa', 'carbidopa/levodopa']","[['Unknown'], ['Unknown']]"
"['l-alpha-glyceryl-phosphorylcholine', 'scopolamine', 'l-alpha-glycerylphosphorylcholine', 'l-alpha-gfc', 'scopolamine', 'l-alpha-gfc', 'scopolamine', 'scopolamine']","['D005997', 'D012601', 'D005997', 'D005997', 'D012601', 'D005997', 'D012601', 'D012601']","['-1', 'D012601', 'D005997', '-1', 'D012601', '-1', 'D012601', 'D012601']","['l-alpha-glyceryl-phosphorylcholine', 'l-alpha-gfc', 'l-alpha-gfc']","[['glycerylphosphorylcholine', 'glycerylphosphorylcholine', 'choline glycerophosphate', 'glycerophosphate, choline', 'glycerol 3-phosphocholine', '3-phosphocholine, glycerol', 'glycerol 3 phosphocholine', 'glycerophosphorylcholine', 'choline alfoscerate', 'alfoscerate, choline', 'l-alpha-glycerylphosphorylcholine', 'l alpha glycerylphosphorylcholine', 'choline alphoscerate', 'alphoscerate, choline'], ['scopolamine', 'scopolamine', 'hyoscine', 'transderm scop', 'transderm-v', 'transderm v', 'scopoderm tts', 'scopace', 'isopto hyoscine', 'kwells', 'scopolamine hydrobromide', 'scopolamine cooper', 'travacalm ho', 'vorigeno', 'boro-scopol', 'boro scopol', 'scoburen'], ['glycerylphosphorylcholine', 'glycerylphosphorylcholine', 'choline glycerophosphate', 'glycerophosphate, choline', 'glycerol 3-phosphocholine', '3-phosphocholine, glycerol', 'glycerol 3 phosphocholine', 'glycerophosphorylcholine', 'choline alfoscerate', 'alfoscerate, choline', 'l-alpha-glycerylphosphorylcholine', 'l alpha glycerylphosphorylcholine', 'choline alphoscerate', 'alphoscerate, choline']]"
