article_code,title,abstract,chemicals,diseases,chemical_start_indices,chemical_end_indices,disease_start_indices,disease_end_indices,chemical_ids,disease_ids,CID_chemical,CID_disease
1147734,Liver disease caused by propylthiouracil.,"This report presents the clinical, laboratory, and light and electron microscopic observations on a patient with chronic active (aggressive) hepatitis caused by the administration of propylthiouracil. This is an addition to the list of drugs that must be considered in the evaluation of chronic liver disease.","['propylthiouracil', 'propylthiouracil']","['Liver disease', 'chronic active (aggressive) hepatitis', 'liver disease']","['24', '225']","['40', '241']","['0', '155', '337']","['13', '192', '350']","['D011441', 'D011441']","['D008107', 'D006521', 'D008107']",['D011441'],['D006521']
12202650,Capsaicin-induced muscle pain alters the excitability of the human jaw-stretch reflex.,"The pathophysiology of painful temporomandibular disorders is not fully understood, but evidence suggests that muscle pain modulates motor function in characteristic ways. This study tested the hypothesis that activation of nociceptive muscle afferent fibers would be linked to an increased excitability of the human jaw-stretch reflex and whether this process would be sensitive to length and velocity of the stretch. Capsaicin (10 micro g) was injected into the masseter muscle to induce pain in 11 healthy volunteers. Short-latency reflex responses were evoked in the masseter and temporalis muscles by a stretch device with different velocities and displacements before, during, and after the pain. The normalized reflex amplitude increased with an increase in velocity at a given displacement, but remained constant with different displacements at a given velocity. The normalized reflex amplitude was significantly higher during pain, but only at faster stretches in the painful muscle. Increased sensitivity of the fusimotor system during acute muscle pain could be one likely mechanism to explain the findings.","['Capsaicin', 'Capsaicin']","['muscle pain', 'temporomandibular disorders', 'muscle pain', 'nociceptive muscle', 'pain', 'pain', 'pain', 'painful muscle', 'muscle pain']","['0', '506']","['9', '515']","['18', '118', '198', '311', '577', '784', '1022', '1064', '1139']","['29', '145', '209', '329', '581', '788', '1026', '1078', '1150']","['D002211', 'D002211']","['D063806', 'D013705', 'D063806', 'D063806', 'D010146', 'D010146', 'D010146', 'D063806', 'D063806']",['D002211'],['D010146']
18951540,Repetitive transcranial magnetic stimulation for levodopa-induced dyskinesias in Parkinson's disease.,"In a placebo-controlled, single-blinded, crossover study, we assessed the effect of ""real"" repetitive transcranial magnetic stimulation (rTMS) versus ""sham"" rTMS (placebo) on peak dose dyskinesias in patients with Parkinson's disease (PD). Ten patients with PD and prominent dyskinesias had rTMS (1,800 pulses; 1 Hz rate) delivered over the motor cortex for 4 consecutive days twice, once real stimuli and once sham stimulation were used; evaluations were done at the baseline and 1 day after the end of each of the treatment series. Direct comparison between sham and real rTMS effects showed no significant difference in clinician-assessed dyskinesia severity. However, comparison with the baseline showed small but significant reduction in dyskinesia severity following real rTMS but not placebo. The major effect was on dystonia subscore. Similarly, in patient diaries, although both treatments caused reduction in subjective dyskinesia scores during the days of intervention, the effect was sustained for 3 days after the intervention for the real rTMS only. Following rTMS, no side effects and no adverse effects on motor function and PD symptoms were noted. The results suggest the existence of residual beneficial clinical aftereffects of consecutive daily applications of low-frequency rTMS on dyskinesias in PD. The effects may be further exploited for potential therapeutic uses.",['levodopa'],"['dyskinesias', ""Parkinson's disease"", 'dyskinesias', ""Parkinson's disease"", 'PD', 'PD', 'dyskinesias', 'dyskinesia', 'dyskinesia', 'dystonia', 'dyskinesia', 'PD', 'dyskinesias', 'PD']",['49'],['57'],"['66', '81', '287', '316', '337', '360', '377', '744', '845', '926', '1032', '1243', '1405', '1420']","['77', '100', '298', '335', '339', '362', '388', '754', '855', '934', '1042', '1245', '1416', '1422']",['D007980'],"['D004409', 'D010300', 'D004409', 'D010300', 'D010300', 'D010300', 'D004409', 'D004409', 'D004409', 'D004421', 'D004409', 'D010300', 'D004409', 'D010300']",['D007980'],['D004409']
19657887,Disulfiram-like syndrome after hydrogen cyanamide professional skin exposure: two case reports in France.,"Hydrogen cyanamide is a plant growth regulator used in agriculture to induce bud break in fruit trees. Contact with the skin can result in percutaneous absorption of the substance that inhibits aldehyde dehydrogenase and can induce acetaldehyde syndrome in case of alcohol use. The purpose of this report is to describe two cases of a disulfiram-like syndrome following occupational exposure to hydrogen cyanamide. The first case involved a 59-year-old man who used Dormex, which contains hydrogen cyanamide, without protection after consuming a large amount of alcohol during a meal. In less than 1 hour after the ingestion of alcohol, he developed malaise with flushing of the face, tachycardia, and dyspnea. Manifestations regressed spontaneously under surveillance in the hospital. The second case occurred in a 55-year-old farmer following cutaneous contact with Dormex. Five hours after exposure, he developed disulfiram-like syndrome with flushing, tachycardia, and arterial hypotension after consuming three glasses of wine. The patient recovered spontaneously in 3 hours under surveillance in the hospital. These cases confirm the necessity of avoiding alcohol consumption as recommended in the instructions for use of Dormex and of preventing cutaneous contact during use.","['Disulfiram', 'hydrogen cyanamide', 'Hydrogen cyanamide', 'aldehyde', 'acetaldehyde', 'alcohol', 'disulfiram', 'hydrogen cyanamide', 'Dormex', 'hydrogen cyanamide', 'alcohol', 'alcohol', 'Dormex', 'disulfiram', 'alcohol', 'Dormex']","['flushing of the face', 'tachycardia', 'dyspnea', 'flushing', 'tachycardia', 'arterial hypotension']","['0', '31', '106', '300', '338', '371', '441', '501', '572', '595', '668', '734', '974', '1022', '1268', '1334']","['10', '49', '124', '308', '350', '378', '451', '519', '578', '613', '675', '741', '980', '1032', '1275', '1340']","['769', '791', '808', '1052', '1062', '1079']","['789', '802', '815', '1060', '1073', '1099']","['D004221', 'D003484', 'D003484', 'D000079', 'D000079', 'D000431', 'D004221', 'D003484', 'D003484', 'D003484', 'D000431', 'D000431', 'D003484', 'D004221', 'D000431', 'D003484']","['D005483', 'D013610', 'D004417', 'D005483', 'D013610', 'D007022']","['D000431', 'D000431', 'D003484', 'D000431', 'D003484', 'D003484', 'D000431', 'D003484']","['D007022', 'D005483', 'D007022', 'D004417', 'D013610', 'D004417', 'D013610', 'D005483']"
9660111,Repeated trimipramine induces dopamine D2/D3 and alpha1-adrenergic up-regulation.,"Trimipramine (TRI), which shows a clinical antidepressant activity, is chemically related to imipramine but does not inhibit the reuptake of noradrenaline and 5-hydroxytryptamine, nor does it induce beta-adrenergic down-regulation. The mechanism of its antidepressant activity is still unknown. The aim of the present study was to find out whether TRI given repeatedly was able to induce adaptive changes in the dopaminergic and alpha1-adrenergic systems, demonstrated by us previously for various antidepressants. TRI was given to male Wistar rats and male Albino Swiss mice perorally twice daily for 14 days. In the acute experiment TRI (given i.p.) does not antagonize the reserpine hypothermia in mice and does not potentiate the 5-hydroxytryptophan head twitches in rats. TRI given repeatedly to rats increases the locomotor hyperactivity induced by d-amphetamine, quinpirole and (+)-7-hydroxy-dipropyloaminotetralin (dopamine D2 and D3 effects). The stereotypies induced by d-amphetamine or apomorphine are not potentiated by TRI. It increases the behaviour stimulation evoked by phenylephrine (given intraventricularly) in rats, evaluated in the open field test as well as the aggressiveness evoked by clonidine in mice, both these effects being mediated by an alpha1-adrenergic receptor. It may be concluded that, like other tricyclic antidepressants studied previously, TRI given repeatedly increases the responsiveness of brain dopamine D2 and D3 (locomotor activity but not stereotypy) as well as alpha1-adrenergic receptors to their agonists. A question arises whether the reuptake inhibition is of any importance to the adaptive changes induced by repeated antidepressants, suggested to be responsible for the antidepressant activity.","['trimipramine', 'dopamine', 'Trimipramine', 'TRI', 'antidepressant', 'imipramine', 'noradrenaline', '5-hydroxytryptamine', 'antidepressant', 'TRI', 'antidepressants', 'TRI', 'TRI', 'reserpine', '5-hydroxytryptophan', 'TRI', 'd-amphetamine', 'quinpirole', 'dopamine', 'd-amphetamine', 'apomorphine', 'TRI', 'phenylephrine', 'clonidine', 'antidepressants', 'TRI', 'dopamine', 'antidepressants', 'antidepressant']","['hypothermia', 'hyperactivity', 'aggressiveness']","['9', '30', '82', '96', '125', '175', '223', '241', '335', '430', '580', '597', '717', '758', '816', '859', '937', '952', '1005', '1062', '1079', '1114', '1168', '1291', '1425', '1461', '1520', '1752', '1805']","['21', '38', '94', '99', '139', '185', '236', '260', '349', '433', '595', '600', '720', '767', '835', '862', '950', '962', '1013', '1075', '1090', '1117', '1181', '1300', '1440', '1464', '1528', '1767', '1819']","['768', '912', '1266']","['779', '925', '1280']","['D014299', 'D004298', 'D014299', 'D014299', 'D000928', 'D007099', 'D009638', 'D012701', 'D000928', 'D014299', 'D000928', 'D014299', 'D014299', 'D012110', 'D006916', 'D014299', 'D003913', 'D019257', 'D004298', 'D003913', 'D001058', 'D014299', 'D010656', 'D003000', 'D000928', 'D014299', 'D004298', 'D000928', 'D000928']","['D007035', 'D006948', 'D010554']","['D003913', 'D012110', 'D014299', 'D019257']","['D006948', 'D007035', 'D006948', 'D006948']"
11431197,Ranitidine-induced acute interstitial nephritis in a cadaveric renal allograft.,"Ranitidine frequently is used for preventing peptic ulceration after renal transplantation. This drug occasionally has been associated with acute interstitial nephritis in native kidneys. There are no similar reports with renal transplantation. We report a case of ranitidine-induced acute interstitial nephritis in a recipient of a cadaveric renal allograft presenting with acute allograft dysfunction within 48 hours of exposure to the drug. The biopsy specimen showed pathognomonic features, including eosinophilic infiltration of the interstitial compartment. Allograft function improved rapidly and returned to baseline after stopping the drug.","['Ranitidine', 'Ranitidine', 'ranitidine']","['interstitial nephritis', 'interstitial nephritis', 'interstitial nephritis']","['0', '80', '345']","['10', '90', '355']","['25', '226', '370']","['47', '248', '392']","['D011899', 'D011899', 'D011899']","['D009395', 'D009395', 'D009395']",['D011899'],['D009395']
7449470,"Late, late doxorubicin cardiotoxicity.","Cardiac toxicity is a major complication which limits the use of adriamycin as a chemotherapeutic agent. Cardiomyopathy is frequent when the total dose exceeds 600 mg/m2 and occurs within one to six months after cessation of therapy. A patient is reported who developed progressive cardiomyopathy two and one-half years after receiving 580 mg/m2 which apparently represents late, late cardiotoxicity.","['doxorubicin', 'adriamycin']","['cardiotoxicity', 'Cardiac toxicity', 'Cardiomyopathy', 'cardiomyopathy', 'cardiotoxicity']","['11', '104']","['22', '114']","['23', '39', '144', '321', '424']","['37', '55', '158', '335', '438']","['D004317', 'D004317']","['D066126', 'D066126', 'D009202', 'D009202', 'D066126']",['D004317'],['D009202']
8170551,Acetazolamide-induced nephrolithiasis: implications for treatment of neuromuscular disorders.,"Carbonic anhydrase inhibitors can cause nephrolithiasis. We studied 20 patients receiving long-term carbonic anhydrase inhibitor treatment for periodic paralysis and myotonia. Three patients on acetazolamide (15%) developed renal calculi. Extracorporeal lithotripsy successfully removed a renal calculus in one patient and surgery removed a staghorn calculus in another, permitting continued treatment. Renal function remained normal in all patients. Nephrolithiasis is a complication of acetazolamide but does not preclude its use.","['Acetazolamide', 'acetazolamide', 'acetazolamide']","['nephrolithiasis', 'neuromuscular disorders', 'nephrolithiasis', 'paralysis', 'myotonia', 'renal calculi', 'renal calculus', 'calculus', 'Nephrolithiasis']","['0', '288', '582']","['13', '301', '595']","['22', '69', '134', '246', '260', '318', '383', '444', '545']","['37', '92', '149', '255', '268', '331', '397', '452', '560']","['D000086', 'D000086', 'D000086']","['D053040', 'D009468', 'D053040', 'D010243', 'D009222', 'D007669', 'D007669', 'D002137', 'D053040']",['D000086'],['D007669']
2476560,Is the treatment of scabies hazardous?,"Treatment for scabies is usually initiated by general practitioners; most consider lindane (gamma benzene hexachloride) the treatment of choice. Lindane is also widely used as an agricultural and industrial pesticide, and as a result the toxic profile of this insecticide is well understood. Evidence is accumulating that lindane can be toxic to the central nervous system and may be associated with aplastic anaemia. Preparations containing lindane continue to be sold over the counter and may represent a hazard to poorly informed patients. This literature review suggests that general practitioners should prescribe scabicides with increased caution for certain at-risk groups, and give adequate warnings regarding potential toxicity.","['lindane', 'gamma benzene hexachloride', 'Lindane', 'lindane', 'lindane']","['scabies', 'scabies', 'toxic to the central nervous system', 'aplastic anaemia', 'toxicity']","['122', '131', '184', '361', '481']","['129', '157', '191', '368', '488']","['20', '53', '376', '439', '767']","['27', '60', '411', '455', '775']","['D001556', 'D001556', 'D001556', 'D001556', 'D001556']","['D012532', 'D012532', 'D002493', 'D000741', 'D064420']","['D001556', 'D001556']","['D000741', 'D002493']"
19803309,Anaesthetists' nightmare: masseter spasm after induction in an undiagnosed case of myotonia congenita.,"We report an undiagnosed case of myotonia congenita in a 24-year-old previously healthy primigravida, who developed life threatening masseter spasm following a standard dose of intravenous suxamethonium for induction of anaesthesia. Neither the patient nor the anaesthetist was aware of the diagnosis before this potentially lethal complication occurred.",['suxamethonium'],"['masseter spasm', 'myotonia congenita', 'myotonia congenita', 'masseter spasm']",['292'],['305'],"['26', '83', '136', '236']","['40', '101', '154', '250']",['D013390'],"['D014313', 'D009224', 'D009224', 'D014313']",['D013390'],['D014313']
18821488,Toxicity in rhesus monkeys following administration of the 8-aminoquinoline 8-[(4-amino-l-methylbutyl)amino]- 5-(l-hexyloxy)-6-methoxy-4-methylquinoline (WR242511).,"INTRODUCTION: Many substances that form methemoglobin (MHb) effectively counter cyanide (CN) toxicity. Although MHb formers are generally applied as treatments for CN poisoning, it has been proposed that a stable, long-acting MHb former could serve as a CN pretreatment. Using this rationale, the 8-aminoquinoline WR242511, a potent long-lasting MHb former in rodents and beagle dogs, was studied in the rhesus monkey for advanced development as a potential CN pretreatment. METHODS: In this study, WR242511 was administered intravenously (IV) in 2 female and 4 male rhesus monkeys in doses of 3.5 and/or 7.0 mg/kg; a single male also received WR242511 orally (PO) at 7.0 mg/kg. Health status and MHb levels were monitored following exposure. RESULTS: The selected doses of WR242511, which produced significant methemoglobinemia in beagle dogs in earlier studies conducted elsewhere, produced very little MHb (mean < 2.0%) in the rhesus monkey. Furthermore, transient hemoglobinuria was noted approximately 60 minutes postinjection of WR242511 (3.5 or 7.0 mg/kg), and 2 lethalities occurred (one IV and one PO) following the 7.0 mg/kg dose. Myoglobinuria was also observed following the 7.0 mg/kg dose. Histopathology analyses in the 2 animals that died revealed liver and kidney toxicity, with greater severity in the orally-treated animal. CONCLUSIONS: These data demonstrate direct and/or indirect drug-induced toxicity. It is concluded that WR242511 should not be pursued as a pretreatment for CN poisoning unless the anti-CN characteristics of this compound can be successfully dissociated from those producing undesirable toxicity.","['8-aminoquinoline', '8-(4-amino-l-methylbutyl)amino- 5-(l-hexyloxy)-6-methoxy-4-methylquinoline', 'WR242511', '8-aminoquinoline', 'WR242511', 'WR242511', 'WR242511', 'WR242511', 'WR242511', 'WR242511']","['Toxicity', 'toxicity', 'poisoning', 'methemoglobinemia', 'hemoglobinuria', 'Myoglobinuria', 'liver and kidney toxicity', 'toxicity', 'poisoning', 'toxicity']","['59', '76', '154', '462', '479', '664', '809', '939', '1200', '1610']","['75', '152', '162', '478', '487', '672', '817', '947', '1208', '1618']","['0', '258', '332', '976', '1133', '1306', '1428', '1579', '1666', '1793']","['8', '266', '341', '993', '1147', '1319', '1453', '1587', '1675', '1801']","['C080436', 'C068820', 'C068820', 'C080436', 'C068820', 'C068820', 'C068820', 'C068820', 'C068820', 'C068820']","['D064420', 'D064420', 'D011041', 'D008708', 'D006456', 'D009212', 'D056486|D007674', 'D064420', 'D011041', 'D064420']","['C068820', 'C068820', 'C068820', 'C068820']","['D007674', 'D056486', 'D006456', 'D009212']"
8372922,Neuroplasticity of the adult primate auditory cortex following cochlear hearing loss.,"Tonotopic organization is an essential feature of the primary auditory area (A1) of primate cortex. In A1 of macaque monkeys, low frequencies are represented rostrolaterally and high frequencies are represented caudomedially. The purpose of this study was to determine if changes occur in this tonotopic organization following cochlear hearing loss. Under anesthesia, the superior temporal gyrus of adult macaque monkeys was exposed, and the tonotopic organization of A1 was mapped using conventional microelectrode recording techniques. Following recovery, the monkeys were selectively deafened for high frequencies using kanamycin and furosemide. The actual frequencies deafened were determined by the loss of tone-burst elicited auditory brainstem responses. Three months after deafening, A1 was remapped. Postmortem cytoarchitectural features identifying A1 were correlated with the electrophysiologic data. The results indicate that the deprived area of A1 undergoes extensive reorganization and becomes responsive to intact cochlear frequencies. The region of cortex that represents the low frequencies was not obviously affected by the cochlear hearing loss.","['kanamycin', 'furosemide']","['hearing loss', 'hearing loss', 'hearing loss']","['709', '723']","['718', '733']","['72', '422', '1238']","['84', '434', '1250']","['D007612', 'D005665']","['D034381', 'D034381', 'D034381']","['D005665', 'D007612']","['D034381', 'D034381']"
9195768,The site of common side effects of sumatriptan.,"Atypical sensations following the use of subcutaneous sumatriptan are common, but of uncertain origin. They are almost always benign, but can be mistaken for a serious adverse event by the patient. Two patients are presented with tingling or burning sensations limited to areas of heat exposure or sunburn. In these individuals, side effects are most likely generated superficially in the skin.","['sumatriptan', 'sumatriptan']","['Atypical sensations', 'tingling or burning sensations', 'sunburn']","['35', '102']","['46', '113']","['48', '278', '346']","['67', '308', '353']","['D018170', 'D018170']","['D010292', 'D010292', 'D013471']",['D018170'],['D010292']
15338796,"Tremor side effects of salbutamol, quantified by a laser pointer technique.","OBJECTIVE: To study tremor side effects of salbutamol an easily applicable, quick and low-priced method is needed. A new method using a commercially available, pen-shaped laser pointer was developed. Aim of the study was to determine sensitivity, reproducibility, reference values and the agreement with a questionnaire. METHODS: Tremor was measured using a laser pointer technique. To determine sensitivity we assessed tremor in 44 patients with obstructive lung disease after administration of cumulative doses of salbutamol. Subjects were asked to aim at the centre of a target, subdivided in concentric circles, from 5 m distance. The circle in which the participant succeeded to aim was recorded in millimetres radius. In another series of measurements, reproducibility and reference values of the tremor was assessed in 65 healthy subjects in three sessions, at 9 a.m., 4 p.m. and 9 a.m., respectively, 1 week later. Postural tremor was measured with the arm horizontally outstretched rest tremor with the arm supported by an armrest and finally tremor was measured after holding a 2-kg weight until exhaustion. Inter-observer variability was measured in a series of 10 healthy subjects. Tremor was measured simultaneously by two independent observers. RESULTS: Salbutamol significantly increased tremor severity in patients in a dose-dependent way. Within healthy adults no age-dependency could be found (b = 0.262 mm/year; P = 0.72). There was no agreement between the questionnaire and tremor severity (r = 0.093; P = 0.53). Postural tremor showed no significant difference between the first and third session (P = 0.07). Support of the arm decreased tremor severity, exhaustion increased tremor severity significantly. A good agreement was found between two independent observers (interclass correlation coefficient 0.72). DISCUSSION: Quantifying tremor by using an inexpensive laser pointer is, with the exception of children (<12 years) a sensitive and reproducible method.","['salbutamol', 'salbutamol', 'salbutamol', 'Salbutamol']","['Tremor', 'tremor', 'Tremor', 'tremor', 'obstructive lung disease', 'tremor', 'tremor', 'tremor', 'tremor', 'Tremor', 'tremor', 'tremor', 'tremor', 'tremor', 'tremor', 'tremor']","['23', '119', '592', '1344']","['33', '129', '602', '1354']","['0', '96', '406', '496', '523', '879', '1008', '1072', '1128', '1270', '1379', '1571', '1619', '1736', '1774', '1933']","['6', '102', '412', '502', '547', '885', '1014', '1078', '1134', '1276', '1385', '1577', '1625', '1742', '1780', '1939']","['D000420', 'D000420', 'D000420', 'D000420']","['D014202', 'D014202', 'D014202', 'D014202', 'D008173', 'D014202', 'D014202', 'D014202', 'D014202', 'D014202', 'D014202', 'D014202', 'D014202', 'D014202', 'D014202', 'D014202']",['D000420'],['D014202']
12627929,Increased frequency of venous thromboembolism with the combination of docetaxel and thalidomide in patients with metastatic androgen-independent prostate cancer.,"STUDY OBJECTIVE: To evaluate the frequency of venous thromboembolism (VTE) in patients with advanced androgen-independent prostate cancer who were treated with docetaxel alone or in combination with thalidomide. DESIGN: Retrospective analysis of a randomized phase II trial. SETTING: National Institutes of Health clinical research center. PATIENTS: Seventy men, aged 50-80 years, with advanced androgen-independent prostate cancer. INTERVENTION: Each patient received either intravenous docetaxel 30 mg/m2/week for 3 consecutive weeks, followed by 1 week off, or the combination of continuous oral thalidomide 200 mg every evening plus the same docetaxel regimen. This 4-week cycle was repeated until there was evidence of excessive toxicity or disease progression. MEASUREMENTS AND MAIN RESULTS: None of 23 patients who received docetaxel alone developed VTE, whereas 9 of 47 patients (19%) who received docetaxel plus thalidomide developed VTE (p=0.025). CONCLUSION: The addition of thalidomide to docetaxel in the treatment of prostate cancer significantly increases the frequency of VTE. Clinicians should be aware of this potential complication when adding thalidomide to chemotherapeutic regimens.","['docetaxel', 'thalidomide', 'docetaxel', 'thalidomide', 'docetaxel', 'thalidomide', 'docetaxel', 'docetaxel', 'docetaxel', 'thalidomide', 'thalidomide', 'docetaxel', 'thalidomide']","['venous thromboembolism', 'prostate cancer', 'venous thromboembolism', 'VTE', 'prostate cancer', 'prostate cancer', 'toxicity', 'VTE', 'VTE', 'prostate cancer', 'VTE']","['70', '84', '322', '361', '650', '761', '808', '993', '1068', '1083', '1148', '1163', '1325']","['79', '95', '331', '372', '659', '772', '817', '1002', '1077', '1094', '1159', '1172', '1336']","['23', '145', '208', '232', '284', '578', '896', '1019', '1105', '1193', '1250']","['45', '160', '230', '235', '299', '593', '904', '1022', '1108', '1208', '1253']","['C067311', 'D013792', 'C067311', 'D013792', 'C067311', 'D013792', 'C067311', 'C067311', 'C067311', 'D013792', 'D013792', 'C067311', 'D013792']","['D054556', 'D011471', 'D054556', 'D054556', 'D011471', 'D011471', 'D064420', 'D054556', 'D054556', 'D011471', 'D054556']","['D013792', 'C067311']","['D054556', 'D054556']"
6634932,"Sublingual absorption of the quaternary ammonium antiarrhythmic agent, UM-272.","UM-272 (N,N-dimethylpropranolol), a quaternary antiarrhythmic agent, was administered sublingually to dogs with ouabain-induced ventricular tachycardias. Both anti-arrhythmic efficacy and bioavailability were compared to oral drug. Sublingual UM-272 converted ventricular tachycardia to sinus rhythm in all 5 dogs. The area under the plasma concentration time curve at 90 min was 4-12 times greater than for oral drug, suggesting the existence of an absorption-limiting process in the intestine, and providing an alternate form of administration for quaternary drugs.","['quaternary ammonium', 'UM-272', 'UM-272', 'N,N-dimethylpropranolol', 'ouabain', 'UM-272']","['ventricular tachycardias', 'ventricular tachycardia']","['29', '71', '79', '87', '191', '322']","['48', '77', '85', '110', '198', '328']","['207', '339']","['231', '362']","['D000644', 'C002616', 'C002616', 'C002616', 'D010042', 'C002616']","['D017180', 'D017180']",['D010042'],['D017180']
18791946,Severe thrombocytopenia and haemolytic anaemia associated with ciprofloxacin: a case report with fatal outcome.,"Haematological adverse reactions associated with fatal outcome are rare during treatment with ciprofloxacin. A 30-year old Caucasian man reported with abdominal pain and jaundice after 3-day administration of oral ciprofloxacin for a suspect of urinary tract infection. Clinical evaluations suggested an initial diagnosis of severe thrombocytopenia and haemolysis. The patient progressively developed petechiae and purpura on thorax and lower limbs. Despite pharmacological and supportive interventions, laboratory parameters worsened and the patient died 17 hours after admission. An accurate autopsy revealed most organs with diffuse petechial haemorrhages. No signs of bone marrow depression were found. No thrombi or signs of microangiopathies were observed in arterial vessels. Blood and urine cultures did not show any bacterial growth. This case report shows that ciprofloxacin may precipitate life-threatening thrombocytopenia and haemolytic anaemia, even in the early phases of treatment and without apparent previous exposures.","['ciprofloxacin', 'ciprofloxacin', 'ciprofloxacin', 'ciprofloxacin']","['thrombocytopenia', 'haemolytic anaemia', 'abdominal pain', 'jaundice', 'urinary tract infection', 'thrombocytopenia', 'haemolysis', 'petechiae', 'purpura', 'haemorrhages', 'bone marrow depression', 'thrombi', 'microangiopathies', 'thrombocytopenia', 'haemolytic anaemia']","['63', '206', '326', '983']","['76', '219', '339', '996']","['7', '28', '263', '282', '357', '444', '465', '513', '527', '758', '784', '822', '842', '1030', '1051']","['23', '46', '277', '290', '380', '460', '475', '522', '534', '770', '806', '829', '859', '1046', '1069']","['D002939', 'D002939', 'D002939', 'D002939']","['D013921', 'D000743', 'D015746', 'D007565', 'D014552', 'D013921', 'D006461', 'D011693', 'D011693', 'D006470', 'D001855', 'D013927', 'D014652', 'D013921', 'D000743']","['D002939', 'D002939', 'D002939', 'D002939', 'D002939']","['D011693', 'D007565', 'D013921', 'D000743', 'D015746']"
17344566,Simvastatin-induced bilateral leg compartment syndrome and myonecrosis associated with hypothyroidism.,A 54-year-old hypothyroid male taking thyroxine and simvastatin presented with bilateral leg compartment syndrome and myonecrosis. Urgent fasciotomies were performed and the patient made an uneventful recovery with the withdrawal of simvastatin. It is likely that this complication will be seen more often with the increased worldwide use of this drug and its approval for all arteriopathic patients.,"['Simvastatin', 'thyroxine', 'simvastatin', 'simvastatin']","['compartment syndrome', 'myonecrosis', 'hypothyroidism', 'hypothyroid', 'compartment syndrome', 'myonecrosis', 'arteriopathic']","['0', '141', '155', '336']","['11', '150', '166', '347']","['34', '59', '87', '117', '196', '221', '480']","['54', '70', '101', '128', '216', '232', '493']","['D019821', 'D013974', 'D019821', 'D019821']","['D003161', 'D009135', 'D007037', 'D007037', 'D003161', 'D009135', 'D014652']",['D019821'],['D003161']
9293063,Bile duct hamartoma occurring in association with long-term treatment with danazol.,"We report a case of bile duct hamartoma which developed in a patient who had been on long-term danazol treatment. Such patients should be under close follow-up, preferably with periodic ultrasound examination of the liver. If the patient develops a liver mass, because of non-specific clinical features and imaging appearances, biopsy may be the only way to achieve a definitive diagnosis.","['danazol', 'danazol']","['Bile duct hamartoma', 'bile duct hamartoma', 'liver mass']","['75', '179']","['82', '186']","['0', '104', '333']","['19', '123', '343']","['D003613', 'D003613']","['D001650|D006222', 'D001650|D006222', 'D008107']","['D003613', 'D003613']","['D001650', 'D006222']"
1728522,Granulomatous hepatitis due to combination of amoxicillin and clavulanic acid.,"We report the case of a patient with amoxicillin-clavulanic acid-induced hepatitis with histologic multiple granulomas. This type of lesion broadens the spectrum of liver injury due to this drug combination, mainly represented by a benign cholestatic syndrome. The association of granulomas and eosinophilia favor an immunoallergic mechanism. As penicillin derivatives and amoxicillin alone are known to induce such types of lesions, the amoxicillin component, with or without a potentiating effect of clavulanic acid, might have a major role.","['combination of amoxicillin and clavulanic acid', 'amoxicillin-clavulanic acid', 'penicillin', 'amoxicillin', 'amoxicillin', 'clavulanic acid']","['Granulomatous hepatitis', 'hepatitis', 'granulomas', 'liver injury', 'cholestatic syndrome', 'granulomas', 'eosinophilia']","['31', '116', '425', '452', '517', '581']","['77', '143', '435', '463', '528', '596']","['0', '152', '187', '244', '318', '359', '374']","['23', '161', '197', '256', '338', '369', '386']","['D019980', 'D019980', 'D010406', 'D000658', 'D000658', 'D019818']","['D006099|D056486', 'D056486', 'D006099', 'D056486', 'D002779', 'D006099', 'D004802']","['D019980', 'D019980', 'D019980']","['D056486', 'D006099', 'D002779']"
